scheme_id,mf_scheme_code,isin,et_fund_name,match_score,match_method,matched_at,notes
39294,146130,INF760K01JC6,Canara Robeco Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674079+00:00,auto_ok from match report
39328,146196,INF754K01JN6,Edelweiss Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674190+00:00,auto_ok from match report
39447,146297,INF582M01ES7,Union Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.658157+00:00,auto_ok from match report
39700,146549,INF174V01721,Mahindra Manulife Large Cap Fund,100.0,auto,2026-05-29T10:42:17.664833+00:00,auto_ok from match report
39840,146643,INF200KA1A71,SBI Equity Minimum Variance Fund,100.0,auto,2026-05-29T10:42:17.665039+00:00,auto_ok from match report
39932,146772,INF336L01NV5,,81.88,manual,2026-05-29T09:39:28.199848+00:00,bulk_grid
40307,147183,INF00XX01168,ITI Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668386+00:00,auto_ok from match report
40523,147445,INF769K01FA9,,78.66,manual,2026-05-29T09:39:28.239166+00:00,bulk_grid
40569,147446,INF174V01788,Mahindra Manulife Aggressive Hybrid Fund,100.0,auto,2026-05-29T10:42:17.656282+00:00,auto_ok from match report
40581,147481,INF879O01100,,92.05,manual,2026-05-29T09:39:28.172832+00:00,bulk_grid
40612,147541,INF00XX01390,ITI ELSS Tax Saver Fund,100.0,auto,2026-05-29T10:42:17.660107+00:00,auto_ok from match report
40730,147617,INF00XX01440,ITI Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657408+00:00,auto_ok from match report
40809,147704,INF247L01999,,88.7,manual,2026-05-29T09:39:28.202440+00:00,bulk_grid
40856,147750,INF582M01GA0,,100.0,manual,2026-05-29T10:10:59.737016+00:00,bulk_grid
40868,147840,INF174V01945,,100.0,manual,2026-05-29T10:10:59.641041+00:00,bulk_grid
40896,147789,INF00XX01689,ITI Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658779+00:00,auto_ok from match report
40997,147919,INF00XX01747,ITI Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674453+00:00,auto_ok from match report
41035,147946,INF194KB1AL4,,79.84,manual,2026-05-29T09:39:28.282603+00:00,bulk_grid
41156,148053,INF277K019Y3,Tata Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667668+00:00,auto_ok from match report
41239,148073,INF582M01GI3,Union Midcap Fund,100.0,auto,2026-05-29T10:42:17.666405+00:00,auto_ok from match report
41483,148401,INF769K01FS1,,88.79,manual,2026-05-29T09:39:28.115124+00:00,bulk_grid
41487,148404,INF761K01FF5,Bank of India Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661209+00:00,auto_ok from match report
41540,148457,INF204KB19V4,Nippon India Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667346+00:00,auto_ok from match report
41550,148468,INF174V01AA0,Mahindra Manulife Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657687+00:00,auto_ok from match report
41554,148474,INF955L01JU2,Baroda BNP Paribas Large & Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.662896+00:00,auto_ok from match report
41570,148507,INF903JA1JC0,Sundaram Large Cap Fund,62.27,manual,2026-05-29T10:42:07.424789+00:00,manual_rework_review9
41652,148592,INF582M01GY0,Union Aggressive Hybrid Fund,100.0,auto,2026-05-29T10:42:17.656820+00:00,auto_ok from match report
41656,148623,INF769K01GX9,,97.04,manual,2026-05-29T09:39:28.273159+00:00,bulk_grid
41676,148353,INF00XX01804,ITI Large Cap Fund,100.0,auto,2026-05-29T10:42:17.664618+00:00,auto_ok from match report
41699,148618,INF789F1AUQ1,UTI Small Cap Fund,100.0,auto,2026-05-29T10:42:17.675158+00:00,auto_ok from match report
41729,148658,INF663L01V49,PGIM India Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.659090+00:00,auto_ok from match report
41785,148733,INF00XX01929,ITI Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.665884+00:00,auto_ok from match report
41932,148921,INF209KB1Y49,,93.7,manual,2026-05-29T09:39:28.258595+00:00,bulk_grid
41987,148980,INF761K01FL3,,84.7,manual,2026-05-29T09:39:28.213613+00:00,bulk_grid
41991,148990,INF109KC1R14,ICICI Prudential Flexicap Fund,100.0,auto,2026-05-29T10:42:17.661590+00:00,auto_ok from match report
41999,148986,INF179KC1BG0,HDFC Banking & Financial Services Fund,100.0,auto,2026-05-29T10:42:17.671125+00:00,auto_ok from match report
42043,149019,INF663L01W06,PGIM India Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674829+00:00,auto_ok from match report
42082,149094,INF204KC1121,,79.23,manual,2026-05-29T09:39:28.187952+00:00,bulk_grid
42099,149104,INF174V01AS2,Mahindra Manulife Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661850+00:00,auto_ok from match report
42121,149134,INF200KA1Y73,SBI Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.659196+00:00,auto_ok from match report
42173,149185,INF174KA1HV3,Kotak Multicap Fund,100.0,auto,2026-05-29T10:42:17.668777+00:00,auto_ok from match report
42273,149261,INF767K01QY0,LIC MF Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658933+00:00,auto_ok from match report
42285,149303,INF194KB1CL0,Bandhan Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.667872+00:00,auto_ok from match report
42297,149321,INF00XX01BU6,ITI Banking and Financial Services Fund,100.0,auto,2026-05-29T10:42:17.671467+00:00,auto_ok from match report
42301,149329,INF204KC1303,Nippon India Taiwan Equity Fund,100.0,auto,2026-05-29T10:42:17.662588+00:00,auto_ok from match report
42327,149368,INF179KC1BS5,HDFC Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668234+00:00,auto_ok from match report
42348,149383,INF846K013E0,,82.0,manual,2026-05-29T10:10:59.758616+00:00,bulk_grid
42384,149406,INF174V01BE0,Mahindra Manulife Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658985+00:00,auto_ok from match report
42399,149450,INF0K1H01024,Samco Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.662274+00:00,auto_ok from match report
42467,149763,INF205KA1494,Invesco India Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661696+00:00,auto_ok from match report
42561,149882,INF200KA18E2,SBI Multicap Fund,100.0,auto,2026-05-29T10:42:17.669339+00:00,auto_ok from match report
42755,150470,INF769K01IN6,Mirae Asset Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.659037+00:00,auto_ok from match report
42759,150387,INF251K01QZ2,Baroda BNP Paribas Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661264+00:00,auto_ok from match report
42767,150346,INF03VN01530,WhiteOak Capital Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.662434+00:00,auto_ok from match report
42784,150404,INF194KB1DJ2,Bandhan Midcap Fund,100.0,auto,2026-05-29T10:42:17.665461+00:00,auto_ok from match report
42809,150440,INF966L01AT0,Quant Large Cap Fund,100.0,auto,2026-05-29T10:42:17.664987+00:00,auto_ok from match report
42897,150481,INF090I01WQ5,,94.44,manual,2026-05-29T09:39:28.137789+00:00,bulk_grid
42925,150584,INF03VN01597,,85.3,manual,2026-05-29T09:39:28.245393+00:00,bulk_grid
42929,150587,INF03VN01621,,89.12,manual,2026-05-29T09:39:28.177223+00:00,bulk_grid
43071,150659,INF767K01RK7,LIC MF Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668943+00:00,auto_ok from match report
43147,150817,INF760K01KI1,Canara Robeco Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.665521+00:00,auto_ok from match report
43155,150797,INF03VN01696,,86.54,manual,2026-05-29T09:39:28.228788+00:00,bulk_grid
43173,150815,INF192K01MV6,JM Midcap Fund,100.0,auto,2026-05-29T10:42:17.665936+00:00,auto_ok from match report
43203,150838,INF0K1H01065,Samco ELSS Tax Saver Fund,100.0,auto,2026-05-29T10:42:17.660688+00:00,auto_ok from match report
43221,150858,INF582M01IO7,Union Multicap Fund,100.0,auto,2026-05-29T10:42:17.669616+00:00,auto_ok from match report
43225,150865,INF251K01RF2,Baroda BNP Paribas Multi Asset Fund,100.0,auto,2026-05-29T10:42:17.666664+00:00,auto_ok from match report
43241,150915,INF174V01BK7,Mahindra Manulife Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674666+00:00,auto_ok from match report
43447,151267,INF03VN01738,,90.81,manual,2026-05-29T09:39:28.151925+00:00,bulk_grid
43461,151290,INF336L01QN5,HSBC Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668285+00:00,auto_ok from match report
43469,151232,INF277KA1679,Tata Multicap Fund,100.0,auto,2026-05-29T10:42:17.669469+00:00,auto_ok from match report
43473,151307,INF209KB15R9,,97.5,manual,2026-05-29T09:39:28.246956+00:00,bulk_grid
43551,151379,INF00XX01CO7,ITI Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661644+00:00,auto_ok from match report
43559,151384,INF174KA1MD1,Kotak Banking & Financial Services Fund,100.0,auto,2026-05-29T10:42:17.672296+00:00,auto_ok from match report
43565,151412,INF769K01JJ2,Mirae Asset Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661906+00:00,auto_ok from match report
43593,151443,INF761K01FR0,Bank of India Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.667925+00:00,auto_ok from match report
43622,151471,INF959L01GR6,Navi ELSS Tax Saver Nifty 50 Index Fund,90.41,manual,2026-05-29T05:55:55.573763+00:00,
43876,151713,INF966L01BL5,Quant Dynamic Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.659142+00:00,auto_ok from match report
43907,151745,INF03VN01761,,92.24,manual,2026-05-29T09:39:28.256516+00:00,bulk_grid
43952,151796,INF579M01AS1,360 ONE FlexiCap Fund,100.0,auto,2026-05-29T10:42:17.660897+00:00,auto_ok from match report
43956,151792,INF754K01RS8,Edelweiss Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666819+00:00,auto_ok from match report
43960,151791,INF966L01BX0,Quant BFSI Fund,100.0,auto,2026-05-29T10:42:17.672573+00:00,auto_ok from match report
43972,151816,INF194KB1GB2,Bandhan Financial Services Fund,100.0,auto,2026-05-29T10:42:17.670265+00:00,auto_ok from match report
43976,151824,INF760K01KO9,Canara Robeco Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668028+00:00,auto_ok from match report
43983,151810,INF769K01KK8,Mirae Asset Multicap Fund,100.0,auto,2026-05-29T10:42:17.669119+00:00,auto_ok from match report
44044,151895,INF0QA701342,Bajaj Finserv Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661105+00:00,auto_ok from match report
44057,151885,INF789F1AYV3,,100.0,manual,2026-05-29T10:18:26.086796+00:00,bulk_grid
44115,152064,INF174KA1PD4,Kotak Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667132+00:00,auto_ok from match report
44124,152056,INF740KA1TE9,DSP Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666767+00:00,auto_ok from match report
44139,152059,INF179KC1HI3,HDFC Technology Fund,100.0,auto,2026-05-29T10:42:17.673221+00:00,auto_ok from match report
44143,152071,INF03VN01803,,86.54,manual,2026-05-29T09:39:28.268641+00:00,bulk_grid
44145,152067,INF966L01CT6,Quant Teck Fund,100.0,auto,2026-05-29T10:42:17.673511+00:00,auto_ok from match report
44149,152076,INF579M01AY9,360 ONE Balanced Hybrid Fund,100.0,auto,2026-05-29T10:42:17.658213+00:00,auto_ok from match report
44153,152077,INF0QA701524,Bajaj Finserv Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.656983+00:00,auto_ok from match report
44161,152094,INF754K01SD8,Edelweiss Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668130+00:00,auto_ok from match report
44174,152128,INF251K01SR5,Baroda BNP Paribas Small Cap Fund,100.0,auto,2026-05-29T10:42:17.673973+00:00,auto_ok from match report
44194,152107,INF082J01432,,100.0,manual,2026-05-29T10:10:59.768799+00:00,bulk_grid
44196,152109,INF879O01225,,83.97,manual,2026-05-29T09:39:28.121792+00:00,bulk_grid
44207,152132,INF03VN01829,,89.57,manual,2026-05-29T09:39:28.130404+00:00,bulk_grid
44218,152135,INF0R8701046,Helios Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.661536+00:00,auto_ok from match report
44251,152188,INF0K1H01131,Samco Dynamic Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.659249+00:00,auto_ok from match report
44255,152194,INF0QA701656,Bajaj Finserv Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658367+00:00,auto_ok from match report
44270,152206,INF740KA1TQ3,DSP Banking & Financial Services Fund,100.0,auto,2026-05-29T10:42:17.671011+00:00,auto_ok from match report
44298,152226,INF03VN01845,,88.65,manual,2026-05-29T09:39:28.211023+00:00,bulk_grid
44310,152237,INF247L01BY3,Motilal Oswal Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674776+00:00,auto_ok from match report
44362,152310,INF740KA1UC1,DSP Multicap Fund,100.0,auto,2026-05-29T10:42:17.668079+00:00,auto_ok from match report
44367,152344,INF769K01KZ6,Mirae Asset Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667294+00:00,auto_ok from match report
44393,152324,INF194KB1HM7,Bandhan Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666560+00:00,auto_ok from match report
44405,152314,INF903JA1LK9,,89.12,manual,2026-05-29T09:39:28.252813+00:00,bulk_grid
44409,152321,INF03VN01860,,97.27,manual,2026-05-29T09:39:28.277971+00:00,bulk_grid
44427,152354,INF247L01CE3,,81.4,manual,2026-05-29T09:39:28.221496+00:00,bulk_grid
44448,152382,INF663L01Y12,,99.23,manual,2026-05-29T09:39:28.205764+00:00,bulk_grid
44452,152380,INF336L01RI3,HSBC Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666977+00:00,auto_ok from match report
44461,152396,INF761K01FZ3,Bank of India Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666612+00:00,auto_ok from match report
44481,152408,INF0QA701763,Bajaj Finserv Large and Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.662742+00:00,auto_ok from match report
44485,152437,INF754K01SK3,Edelweiss Technology Fund,100.0,auto,2026-05-29T10:42:17.673104+00:00,auto_ok from match report
44493,152443,INF174V01BW2,Mahindra Manulife Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667239+00:00,auto_ok from match report
44527,152462,INF174KA1QZ5,Kotak Technology Fund,100.0,auto,2026-05-29T10:42:17.673399+00:00,auto_ok from match report
44532,152468,INF879O01266,,91.55,manual,2026-05-29T09:39:28.148767+00:00,bulk_grid
44540,152474,INF082J01457,,100.0,manual,2026-05-29T10:10:59.757648+00:00,bulk_grid
44571,152509,INF0R8701145,Helios Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658677+00:00,auto_ok from match report
44672,152614,INF192K01NH3,JM Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674559+00:00,auto_ok from match report
44688,152639,INF0QA701821,,95.42,manual,2026-05-29T09:39:28.248625+00:00,bulk_grid
44697,152651,INF247L01CL8,,84.7,manual,2026-05-29T09:39:28.263325+00:00,bulk_grid
44728,152688,INF760K01LD0,Canara Robeco Balanced Advantage Fund,100.0,auto,2026-05-29T10:42:17.658472+00:00,auto_ok from match report
44732,152679,INF0R8701202,Helios Financial Services Fund,100.0,auto,2026-05-29T10:42:17.671229+00:00,auto_ok from match report
44768,152739,INF090I01XA7,Franklin India Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.668182+00:00,auto_ok from match report
44813,152783,INF0QA701896,Bajaj Finserv Large Cap Fund,100.0,auto,2026-05-29T10:42:17.664096+00:00,auto_ok from match report
44828,119327,nan,Union Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667769+00:00,auto_ok from match report
44859,152821,INF00XX01DA4,,93.7,manual,2026-05-29T10:10:59.624008+00:00,bulk_grid
44863,152815,INF663L01Z03,PGIM India Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.669177+00:00,auto_ok from match report
44886,152847,INF0K1H01198,Samco Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.669403+00:00,auto_ok from match report
44888,152849,INF03VN01910,,86.54,manual,2026-05-29T09:39:28.128526+00:00,bulk_grid
44901,152863,INF205KA1965,Invesco India Technology Fund,100.0,auto,2026-05-29T10:42:17.673341+00:00,auto_ok from match report
44935,152915,INF03VN01936,,89.12,manual,2026-05-29T09:39:28.280429+00:00,bulk_grid
44967,152941,INF0R8701269,Helios Large & Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.663201+00:00,auto_ok from match report
44999,152964,INF247L01DN2,Motilal Oswal Digital India Fund,100.0,auto,2026-05-29T10:42:17.673455+00:00,auto_ok from match report
45060,153043,INF090I01XS9,Franklin India Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657254+00:00,auto_ok from match report
45081,153090,INF0K1H01214,Samco Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657950+00:00,auto_ok from match report
45095,153047,INF205KA1AC1,Invesco India Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667080+00:00,auto_ok from match report
45101,153070,INF109KC10Y6,ICICI Prudential Equity Minimum Variance Fund,100.0,auto,2026-05-29T10:42:17.664511+00:00,auto_ok from match report
45135,153092,INF0K1H01230,Samco Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667616+00:00,auto_ok from match report
45181,153196,INF769K01NJ4,Mirae Asset Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674719+00:00,auto_ok from match report
45195,153187,INF247L01ED1,Motilal Oswal Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657740+00:00,auto_ok from match report
45209,153201,INF0QA701AK0,Bajaj Finserv ELSS Tax Saver Fund,100.0,auto,2026-05-29T10:42:17.659637+00:00,auto_ok from match report
45239,153246,INF767K01RZ5,LIC MF Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667184+00:00,auto_ok from match report
45271,153309,INF0QA701AV7,Bajaj Finserv Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.667821+00:00,auto_ok from match report
45279,153266,INF336L01RU8,,90.0,manual,2026-05-29T09:39:28.270853+00:00,bulk_grid
45340,153326,INF0R8701327,Helios Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.665782+00:00,auto_ok from match report
45367,153239,INF0K1H01255,Samco Large Cap Fund,100.0,auto,2026-05-29T10:42:17.665143+00:00,auto_ok from match report
45423,153426,INF966L01DW8,Quant Arbitrage Fund,100.0,auto,2026-05-29T10:42:17.657844+00:00,auto_ok from match report
45491,153515,INF789F1AB89,UTI Multi Cap Fund,100.0,auto,2026-05-29T10:42:17.669534+00:00,auto_ok from match report
45516,153465,INF760K01LH1,Canara Robeco Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666715+00:00,auto_ok from match report
45550,153534,INF0K1H01271,,100.0,manual,2026-05-29T10:10:59.689896+00:00,bulk_grid
45619,153612,INF0QA701BN2,Bajaj Finserv Small Cap Fund,100.0,auto,2026-05-29T10:42:17.673899+00:00,auto_ok from match report
45652,153629,INF192K01NK7,JM Large & Mid Cap Fund,100.0,auto,2026-05-29T10:42:17.663407+00:00,auto_ok from match report
45662,153738,INF226401018,,88.79,manual,2026-05-29T09:39:28.182258+00:00,bulk_grid
45700,153731,INF090I01YH0,Franklin India Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666871+00:00,auto_ok from match report
45717,153728,INF761K01GY4,,83.24,manual,2026-05-29T09:39:28.230484+00:00,bulk_grid
45746,153774,INF579M01BM2,360 ONE Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.666457+00:00,auto_ok from match report
45827,153872,INF2F0001040,,92.5,manual,2026-05-29T09:39:28.191106+00:00,bulk_grid
45843,153891,INF2F0001271,The Wealth Company Arbitrage Fund,92.5,manual,2026-05-29T10:42:07.557458+00:00,manual_rework_review9
45869,154269,INF2F0001537,Samco Small Cap Fund,57.83,manual,2026-05-29T10:42:07.667786+00:00,manual_rework_review9
45887,153912,INF0R8701384,Helios Small Cap Fund,100.0,auto,2026-05-29T10:42:17.674349+00:00,auto_ok from match report
45891,153937,INF0QA701BZ6,Bajaj Finserv Banking And Financial Services Fund,100.0,auto,2026-05-29T10:42:17.670097+00:00,auto_ok from match report
45931,153979,INF0S5R01125,,88.12,manual,2026-05-29T09:39:28.119729+00:00,bulk_grid
45947,153987,INF663L010A3,PGIM India Multi Asset Allocation Fund,100.0,auto,2026-05-29T10:42:17.667400+00:00,auto_ok from match report
45960,153999,INF2F0001347,,96.79,manual,2026-05-29T09:39:28.254555+00:00,bulk_grid
46008,154043,INF2JJD01136,Abakkus Flexi Cap Fund,100.0,auto,2026-05-29T10:42:17.660949+00:00,auto_ok from match report
46069,154093,INF761K01HE4,Bank of India Banking & Financial Services Fund,100.0,auto,2026-05-29T10:42:17.670507+00:00,auto_ok from match report
