fund_name,category,fund_house,scheme_id,url,status,benchmark,aum_cr,expense_ratio,launch_date,holdings_rows,rank_3y,rank_1y,star_rating,return_since_inception_new,return_1y,return_3y,return_5y,return_since_inception,consistency_score,category_rank,sharpe_ratio,alpha,beta,std_dev,notes
UTI Nifty Alpha Low-Volatility 30 Index Fund,Large Cap Index,UTI Mutual Fund,45085,https://www.etmoney.com/mutual-funds/uti-nifty-alpha-low-volatility-30-index-fund/portfolio-details/45085,INDEX_DEFERRED,Nifty Alpha Low Volatility 30 TRI,75.0,1.02,2024-11-11,,,,,-6.37,-3.69,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
UTI Nifty Next 50 Index Fund,Large Cap Index,UTI Mutual Fund,36974,https://www.etmoney.com/mutual-funds/uti-nifty-next-50-index-fund/portfolio-details/36974,INDEX_DEFERRED,NIFTY Next 50 TRI,6561.0,0.84,2018-06-08,,,,,12.09,3.88,19.24,13.36,,4.0,-1.0,0.7437,5.6597,1.3021,20.3393,Unmapped index — deferred until index MFAPI scrape pass
Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Mid Cap Index,Aditya Birla Sun Life Mutual Fund,41851,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-midcap-150-index-fund/portfolio-details/41851,INDEX_DEFERRED,NIFTY Midcap 150 TRI,445.0,0.95,2021-03-15,,,,,19.07,7.45,22.0,18.35,,3.0,-1.0,0.8639,-0.1436,1.004,18.4887,Unmapped index — deferred until index MFAPI scrape pass
Axis Nifty Midcap 50 Index Fund,Mid Cap Index,Axis Mutual Fund,42611,https://www.etmoney.com/mutual-funds/axis-nifty-midcap-50-index-fund/portfolio-details/42611,INDEX_DEFERRED,NIFTY Midcap 50 TRI,650.0,1.13,2022-03-10,,,,,19.06,9.5,22.9,,,3.0,-1.0,0.8651,0.1075,1.0149,18.9549,Unmapped index — deferred until index MFAPI scrape pass
Bandhan Nifty Midcap 150 Index Fund,Mid Cap Index,Bandhan Mutual Fund,44890,https://www.etmoney.com/mutual-funds/bandhan-nifty-midcap-150-index-fund/portfolio-details/44890,INDEX_DEFERRED,NIFTY Midcap 150 TRI,60.0,4.86,2024-09-03,,,,,-0.27,7.31,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
Baroda BNP Paribas Nifty Midcap 150 Index Fund,Mid Cap Index,Baroda BNP Paribas Mutual Fund,45009,https://www.etmoney.com/mutual-funds/baroda-bnp-paribas-nifty-midcap-150-index-fund/portfolio-details/45009,INDEX_DEFERRED,NIFTY Midcap 150 TRI,10.0,1.06,2024-10-14,,,,,2.78,7.06,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
DSP Nifty Midcap 150 Index Fund,Mid Cap Index,DSP Mutual Fund,45975,https://www.etmoney.com/mutual-funds/dsp-nifty-midcap-150-index-fund/portfolio-details/45975,INDEX_DEFERRED,NIFTY Midcap 150 TRI,13.0,1.44,2025-11-24,,,,,0.95,,,,,,,,,,,Unmapped index — deferred until index MFAPI scrape pass
DSP Nifty Midcap 150 Quality 50 Index Fund,Mid Cap Index,DSP Mutual Fund,42763,https://www.etmoney.com/mutual-funds/dsp-nifty-midcap-150-quality-50-index-fund/portfolio-details/42763,INDEX_DEFERRED,NIFTY Midcap150 Quality 50 TRI,447.0,0.93,2022-07-18,,,,,9.35,-2.17,12.73,,,2.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
Edelweiss Nifty Midcap150 Momentum 50 Index Fund,Mid Cap Index,Edelweiss Mutual Fund,43254,https://www.etmoney.com/mutual-funds/edelweiss-nifty-midcap150-momentum-50-index-fund/portfolio-details/43254,INDEX_DEFERRED,NIFTY Midcap 150 Moment 50 TRI,1586.0,1.1,2022-11-10,,,,,18.42,2.96,21.65,,,2.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
HDFC NIFTY Midcap 150 Index Fund,Mid Cap Index,HDFC Mutual Fund,43881,https://www.etmoney.com/mutual-funds/hdfc-nifty-midcap-150-index-fund/portfolio-details/43881,INDEX_DEFERRED,NIFTY Midcap 150 TRI,584.0,0.83,2023-04-06,,,,,22.81,7.48,21.66,,,2.0,0.0,0.8516,-0.3658,0.9984,18.3879,Unmapped index — deferred until index MFAPI scrape pass
ICICI Prudential Nifty Midcap 150 Index Fund,Mid Cap Index,ICICI Prudential Mutual Fund,42356,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-midcap-150-index-fund/portfolio-details/42356,INDEX_DEFERRED,NIFTY Midcap 150 TRI,1036.0,1.05,2021-12-03,,,,,16.08,7.43,21.7,,,3.0,-1.0,0.8529,-0.343,0.9999,18.4159,Unmapped index — deferred until index MFAPI scrape pass
Kotak Nifty Midcap 150 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,45389,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-150-index-fund/portfolio-details/45389,INDEX_DEFERRED,NIFTY Midcap 150 TRI,31.0,1.38,2025-03-03,,,,,13.26,7.34,,,,0.0,-1.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Kotak Nifty Midcap 150 Momentum 50 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,44931,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-150-momentum-50-index-fund/portfolio-details/44931,INDEX_DEFERRED,NIFTY Midcap 150 Moment 50 TRI,393.0,1.05,2024-09-19,,,,,-4.84,3.2,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
Kotak Nifty Midcap 50 Index Fund,Mid Cap Index,Kotak Mahindra Mutual Fund,44804,https://www.etmoney.com/mutual-funds/kotak-nifty-midcap-50-index-fund/portfolio-details/44804,INDEX_DEFERRED,NIFTY Midcap 50 TRI,75.0,0.91,2024-07-25,,,,,2.85,9.57,,,,0.0,0.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Motilal Oswal BSE 1000 Index Fund,Mid Cap Index,Motilal Oswal Mutual Fund,45568,https://www.etmoney.com/mutual-funds/motilal-oswal-bse-1000-index-fund/portfolio-details/45568,INDEX_DEFERRED,BSE 1000 TRI,60.0,1.06,2025-06-05,,,,,-4.94,,,,,,,,,,,Unmapped index — deferred until index MFAPI scrape pass
Motilal Oswal Nifty Midcap 150 Index Fund,Mid Cap Index,Motilal Oswal Mutual Fund,40718,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-midcap-150-index-fund/portfolio-details/40718,INDEX_DEFERRED,NIFTY Midcap 150 TRI,3408.0,1.13,2019-08-19,,,,,22.11,7.47,21.95,18.28,,4.0,-1.0,0.8625,-0.1673,1.0028,18.4665,Unmapped index — deferred until index MFAPI scrape pass
Navi Nifty MidSmallcap 400 Index Fund,Mid Cap Index,Navi Mutual Fund,45980,https://www.etmoney.com/mutual-funds/navi-nifty-midsmallcap-400-index-fund/portfolio-details/45980,INDEX_DEFERRED,NIFTY Mid Small Cap 400 TRI,9.0,1.06,2025-11-24,,,,,2.78,,,,,,,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Navi Nifty Midcap 150 Index Fund,Mid Cap Index,Navi Mutual Fund,42575,https://www.etmoney.com/mutual-funds/navi-nifty-midcap-150-index-fund/portfolio-details/42575,INDEX_DEFERRED,NIFTY Midcap 150 TRI,368.0,1.06,2022-02-21,,,,,18.69,7.17,21.47,,,3.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
Nippon India Nifty Midcap 150 Index Fund,Mid Cap Index,Nippon India Mutual Fund,41761,https://www.etmoney.com/mutual-funds/nippon-india-nifty-midcap-150-index-fund/portfolio-details/41761,INDEX_DEFERRED,NIFTY Midcap 150 TRI,2337.0,0.84,2021-02-04,,,,,19.28,7.61,21.96,18.29,,3.0,0.0,0.8647,-0.1282,1.0013,18.4391,Unmapped index — deferred until index MFAPI scrape pass
SBI Nifty Midcap 150 Index Fund,Mid Cap Index,SBI Mutual Fund,43027,https://www.etmoney.com/mutual-funds/sbi-nifty-midcap-150-index-fund/portfolio-details/43027,INDEX_DEFERRED,NIFTY Midcap 150 TRI,1042.0,0.87,2022-09-21,,,,,19.57,7.66,21.94,,,3.0,0.0,0.8623,-0.17,1.0019,18.452,Unmapped index — deferred until index MFAPI scrape pass
Tata Nifty Midcap 150 Index Fund,Mid Cap Index,Tata Mutual Fund,45570,https://www.etmoney.com/mutual-funds/tata-nifty-midcap-150-index-fund/portfolio-details/45570,INDEX_DEFERRED,NIFTY Midcap 150 TRI,270.0,1.15,2025-06-02,,,,,2.94,,,,,,,,,,,Unmapped index — deferred until index MFAPI scrape pass
Tata Nifty Midcap 150 Momentum 50 Index Fund,Mid Cap Index,Tata Mutual Fund,43097,https://www.etmoney.com/mutual-funds/tata-nifty-midcap-150-momentum-50-index-fund/portfolio-details/43097,INDEX_DEFERRED,NIFTY Midcap 150 Moment 50 TRI,1123.0,1.06,2022-10-04,,,,,17.15,3.03,21.31,,,2.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
UTI Nifty Midcap 150 Index Fund,Mid Cap Index,UTI Mutual Fund,45083,https://www.etmoney.com/mutual-funds/uti-nifty-midcap-150-index-fund/portfolio-details/45083,INDEX_DEFERRED,NIFTY Midcap 150 TRI,66.0,1.05,2024-11-11,,,,,3.18,7.42,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
UTI Nifty Midcap 150 Quality 50 Index Fund,Mid Cap Index,UTI Mutual Fund,42707,https://www.etmoney.com/mutual-funds/uti-nifty-midcap-150-quality-50-index-fund/portfolio-details/42707,INDEX_DEFERRED,NIFTY Midcap150 Quality 50 TRI,238.0,1.01,2022-03-28,,,,,8.38,-2.24,12.74,,,1.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund,Mid Cap Index,UTI Mutual Fund,45267,https://www.etmoney.com/mutual-funds/uti-nifty-midsmallcap-400-momentum-quality-100-index-fund/portfolio-details/45267,INDEX_DEFERRED,Nifty MidSmallcap400 Momentum Quality 100 TRI,110.0,1.18,2025-01-28,,,,,14.47,3.27,,,,0.0,-1.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Small Cap Index,Aditya Birla Sun Life Mutual Fund,41855,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-smallcap-50-index-fund/portfolio-details/41855,INDEX_DEFERRED,NIFTY Smallcap 50 TRI,312.0,1.02,2021-03-15,,,,,15.18,4.52,24.19,13.65,,4.0,-1.0,0.8126,3.5599,1.0112,23.0215,Unmapped index — deferred until index MFAPI scrape pass
Axis Nifty Smallcap 50 Index Fund,Small Cap Index,Axis Mutual Fund,42571,https://www.etmoney.com/mutual-funds/axis-nifty-smallcap-50-index-fund/portfolio-details/42571,INDEX_DEFERRED,NIFTY Smallcap 50 TRI,615.0,1.05,2022-02-21,,,,,15.44,4.47,24.02,,,5.0,-1.0,0.8108,3.5009,1.0045,22.8754,Unmapped index — deferred until index MFAPI scrape pass
Bandhan Nifty Smallcap 250 Index Fund,Small Cap Index,Bandhan Mutual Fund,44322,https://www.etmoney.com/mutual-funds/bandhan-nifty-smallcap-250-index-fund/portfolio-details/44322,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,83.0,0.91,2023-12-12,,,,,7.34,0.94,,,,0.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
DSP Nifty Smallcap 250 Index Fund,Small Cap Index,DSP Mutual Fund,45982,https://www.etmoney.com/mutual-funds/dsp-nifty-smallcap-250-index-fund/portfolio-details/45982,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,10.0,1.33,2025-11-24,,,,,1.31,,,,,,,,,,,Unmapped index — deferred until index MFAPI scrape pass
DSP Nifty Smallcap250 Quality 50 Index Fund,Small Cap Index,DSP Mutual Fund,44306,https://www.etmoney.com/mutual-funds/dsp-nifty-smallcap250-quality-50-index-fund/portfolio-details/44306,INDEX_DEFERRED,Nifty Smallcap250 Quality 50 TRI,311.0,1.09,2023-12-05,,,,,2.98,-6.98,,,,0.0,-1.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Edelweiss Nifty Smallcap 250 Index Fund,Small Cap Index,Edelweiss Mutual Fund,43250,https://www.etmoney.com/mutual-funds/edelweiss-nifty-smallcap-250-index-fund/portfolio-details/43250,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,228.0,0.94,2022-11-10,,,,,16.1,1.19,19.16,,,3.0,-1.0,0.6894,0.4326,0.9977,22.3033,Unmapped index — deferred until index MFAPI scrape pass
HDFC NIFTY Smallcap 250 Index Fund,Small Cap Index,HDFC Mutual Fund,43890,https://www.etmoney.com/mutual-funds/hdfc-nifty-smallcap-250-index-fund/portfolio-details/43890,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,644.0,0.78,2023-04-06,,,,,20.72,1.08,18.94,,,2.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
ICICI Prudential Nifty Smallcap 250 Index Fund,Small Cap Index,ICICI Prudential Mutual Fund,42252,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-smallcap-250-index-fund/portfolio-details/42252,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,677.0,1.08,2021-10-14,,,,,11.83,1.0,18.99,,,2.0,-1.0,,,,,Unmapped index — deferred until index MFAPI scrape pass
Kotak Nifty Smallcap 250 Index Fund,Small Cap Index,Kotak Mahindra Mutual Fund,45221,https://www.etmoney.com/mutual-funds/kotak-nifty-smallcap-250-index-fund/portfolio-details/45221,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,54.0,1.05,2025-01-06,,,,,4.9,1.14,,,,0.0,0.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Kotak Nifty Smallcap 50 Index Fund,Small Cap Index,Kotak Mahindra Mutual Fund,43762,https://www.etmoney.com/mutual-funds/kotak-nifty-smallcap-50-index-fund/portfolio-details/43762,INDEX_DEFERRED,NIFTY Smallcap 50 TRI,200.0,1.52,2023-03-16,,,,,24.58,4.26,24.08,,,4.0,0.0,0.8075,3.4513,1.0105,23.0212,Unmapped index — deferred until index MFAPI scrape pass
Motilal Oswal Nifty Microcap 250 Index Fund,Small Cap Index,Motilal Oswal Mutual Fund,43981,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-microcap-250-index-fund/portfolio-details/43981,INDEX_DEFERRED,Nifty Microcap 250 TRI,2345.0,1.11,2023-06-15,,,,,18.52,-1.33,,,,0.0,-1.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Motilal Oswal Nifty Smallcap 250 Index Fund,Small Cap Index,Motilal Oswal Mutual Fund,40720,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-smallcap-250-index-fund/portfolio-details/40720,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,1117.0,1.13,2019-08-19,,,,,20.52,0.95,19.13,15.66,,3.0,-1.0,0.6852,0.3416,1.0013,22.3878,Unmapped index — deferred until index MFAPI scrape pass
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund,Small Cap Index,Navi Mutual Fund,45369,https://www.etmoney.com/mutual-funds/navi-nifty-smallcap250-momentum-quality-100-index-fund/portfolio-details/45369,INDEX_DEFERRED,Nifty Smallcap 250 Momentum Quality 100 TRI,31.0,1.06,2025-02-25,,,,,10.8,-0.92,,,,0.0,-1.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Nippon India Nifty 500 Equal Weight Index Fund,Small Cap Index,Nippon India Mutual Fund,44873,https://www.etmoney.com/mutual-funds/nippon-india-nifty-500-equal-weight-index-fund/portfolio-details/44873,INDEX_DEFERRED,Nifty 500 Equal Weight TRI,435.0,0.99,2024-08-21,,,,,-4.11,1.56,,,,0.0,0.0,0.0,0.0,0.0,0.0,Unmapped index — deferred until index MFAPI scrape pass
Nippon India Nifty Smallcap 250 Index Fund,Small Cap Index,Nippon India Mutual Fund,41597,https://www.etmoney.com/mutual-funds/nippon-india-nifty-smallcap-250-index-fund/portfolio-details/41597,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,3032.0,1.13,2020-09-28,,,,,22.96,1.0,18.76,15.47,,1.0,-1.0,0.6732,0.0693,0.9967,22.2799,Unmapped index — deferred until index MFAPI scrape pass
SBI Nifty Smallcap 250 Index Fund,Small Cap Index,SBI Mutual Fund,43023,https://www.etmoney.com/mutual-funds/sbi-nifty-smallcap-250-index-fund/portfolio-details/43023,INDEX_DEFERRED,NIFTY Smallcap 250 TRI,1549.0,0.84,2022-09-21,,,,,17.18,1.12,19.11,,,3.0,-1.0,0.685,0.335,1.0006,22.3702,Unmapped index — deferred until index MFAPI scrape pass
