fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,LODHA DEVELOPERS ,CONSTRUCTION,0.39,5.92 Cr,0.54,1.11,,2026-05-11,ETMoney
Invesco India Largecap Fund,Large Cap,Invesco Mutual Fund,10234,KWALITY WALL'S (INDIA) ,CONSUMER STAPLES,0.03,40.45L,0.04,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,RELIANCE INDUSTRIES ,ENERGY,6.5,152.39 Cr,6.59,6.18,5.66,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HDFC BANK ,FINANCIAL,6.18,144.84 Cr,7.73,8.03,8.32,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,ICICI BANK ,FINANCIAL,5.88,137.83 Cr,6.26,7.06,7.48,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HITACHI ENERGY INDIA ,CAPITAL GOODS,4.37,102.51 Cr,2.93,3.04,2.58,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BHARTI AIRTEL ,COMMUNICATION,4.17,97.85 Cr,4.28,4.0,2.89,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,LARSEN & TOUBRO ,CONSTRUCTION,4.04,94.61 Cr,4.49,4.08,3.88,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,STATE BANK OF INDIA,FINANCIAL,3.23,75.8 Cr,2.65,2.06,1.28,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,INFOSYS ,TECHNOLOGY,2.88,67.53 Cr,3.12,2.83,2.95,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,KOTAK MAHINDRA BANK ,FINANCIAL,2.71,63.61 Cr,3.01,3.7,4.1,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,VEDANTA ,METALS & MINING,2.51,58.93 Cr,2.01,1.57,1.91,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,NTPC ,ENERGY,2.42,56.7 Cr,1.87,2.19,2.51,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,ETERNAL ,SERVICES,2.37,55.64 Cr,1.53,1.82,1.04,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TECH MAHINDRA ,TECHNOLOGY,2.13,49.82 Cr,2.12,1.89,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,SUN PHARMACEUTICAL INDUSTRIES ,HEALTHCARE,2.09,49.02 Cr,1.37,1.29,1.6,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TATA CONSULTANCY SERVICES ,TECHNOLOGY,1.99,46.7 Cr,2.35,2.34,3.78,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,DIVI'S LABORATORIES ,HEALTHCARE,1.87,43.88 Cr,1.7,1.54,1.71,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,ULTRATECH CEMENT ,MATERIALS,1.79,42.01 Cr,1.88,2.27,2.34,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TATA CAPITAL ,FINANCIAL,1.76,41.17 Cr,1.08,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,DR. REDDY'S LABORATORIES ,HEALTHCARE,1.69,39.52 Cr,1.44,1.57,1.19,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,NESTLE INDIA ,CONSUMER STAPLES,1.62,38.06 Cr,1.54,1.4,1.0,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,ITC ,CONSUMER STAPLES,1.55,36.25 Cr,2.08,2.17,2.65,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,PUNJAB NATIONAL BANK,FINANCIAL,1.54,36.2 Cr,1.65,1.14,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,EICHER MOTORS ,AUTOMOBILE,1.52,35.56 Cr,1.46,1.24,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HINDUSTAN UNILEVER ,CONSUMER STAPLES,1.42,33.29 Cr,1.39,1.53,1.0,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BHARAT HEAVY ELECTRICALS ,CAPITAL GOODS,1.41,33.14 Cr,1.44,1.09,1.06,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BAJAJ FINANCE ,FINANCIAL,1.38,32.46 Cr,1.51,1.55,1.32,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HERO MOTOCORP ,AUTOMOBILE,1.36,31.89 Cr,1.35,1.48,1.03,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TATA MOTORS ,AUTOMOBILE,1.36,31.97 Cr,1.25,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TITAN COMPANY ,CONSUMER DISCRETIONARY,1.3,30.58 Cr,1.16,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,MARUTI SUZUKI INDIA ,AUTOMOBILE,1.28,29.9 Cr,1.5,1.46,1.15,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HYUNDAI MOTOR INDIA ,AUTOMOBILE,1.23,28.8 Cr,1.45,2.1,1.52,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,MULTI COMMODITY EXCHANGE OF INDIA ,SERVICES,1.21,--,,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BOSCH ,AUTOMOBILE,1.19,27.94 Cr,1.33,1.93,1.73,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,LG ELECTRONICS INDIA ,CONSUMER DISCRETIONARY,1.16,27.23 Cr,1.01,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,JSW STEEL ,METALS & MINING,1.16,27.27 Cr,1.05,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BHARAT ELECTRONICS ,CAPITAL GOODS,1.15,27.04 Cr,1.0,1.02,0.64,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,OIL INDIA ,ENERGY,1.13,26.53 Cr,,0.84,1.0,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,BAJAJ FINSERV ,FINANCIAL,1.13,26.43 Cr,1.22,1.22,1.34,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,AXIS BANK ,FINANCIAL,1.11,26.12 Cr,1.06,0.96,0.82,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,NHPC ,ENERGY,1.05,24.54 Cr,0.9,0.76,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,UNITED SPIRITS ,CONSUMER STAPLES,1.03,24.13 Cr,1.06,0.45,1.3,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,PERSISTENT SYSTEMS ,TECHNOLOGY,1.03,24.14 Cr,1.04,0.73,0.86,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,VARUN BEVERAGES ,CONSUMER STAPLES,0.99,23.16 Cr,1.09,0.97,1.2,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HDFC LIFE INSURANCE CO ,INSURANCE,0.95,22.32 Cr,1.05,1.02,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,ESCORTS KUBOTA ,AUTOMOBILE,0.88,20.71 Cr,1.05,0.99,1.02,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,INDUSIND BANK ,FINANCIAL,0.87,20.31 Cr,,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,HINDUSTAN ZINC ,METALS & MINING,0.71,16.72 Cr,,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TORRENT PHARMACEUTICALS ,HEALTHCARE,0.65,15.19 Cr,,,,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,TATA POWER COMPANY ,ENERGY,0.58,13.63 Cr,,,0.9,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,GMR AIRPORTS ,CONSTRUCTION,0.46,10.67 Cr,0.49,0.41,0.41,2026-05-11,ETMoney
Baroda BNP Paribas Large Cap Fund,Large Cap,Baroda BNP Paribas Mutual Fund,2156,POWER GRID CORPORATION OF INDIA ,ENERGY,0.43,31.97 Cr,1.06,1.14,0.97,2026-05-11,ETMoney
