fund_name,category,fund_house,scheme_id,stock_name,sector,allocation_percent,value,change_3m_percent,change_6m_percent,change_1y_percent,scrape_date,source
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Cummins India Ltd.,Capital Goods,0.64,171.57 Cr,0.54,0.5,0.41,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,DLF Ltd.,Construction,0.61,161.61 Cr,0.7,0.76,0.77,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Bayer CropScience Ltd.,Chemicals,0.61,162.24 Cr,0.51,0.52,0.56,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Emami Ltd.,Consumer Staples,0.59,156.53 Cr,0.67,0.67,0.55,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,TVS Motor Company Ltd.,Automobile,0.59,157.64 Cr,0.41,0.4,0.43,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Sanofi Consumer Healthcare India Ltd.,Healthcare,0.55,146.34 Cr,0.49,0.49,0.51,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Bharat Petroleum Corporation Ltd.,Energy,0.51,136.96 Cr,0.48,0.45,0.72,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Hindustan Aeronautics Ltd.,Capital Goods,0.5,132.26 Cr,0.47,0.4,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Bharat Forge Ltd.,Automobile,0.5,133.96 Cr,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Jindal Steel Ltd.,Metals & Mining,0.47,125.98 Cr,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Whirlpool Of India Ltd.,Consumer Discretionary,0.46,122.84 Cr,0.45,0.62,0.54,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,PI Industries Ltd.,Chemicals,0.43,115.3 Cr,0.12,0.13,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Gland Pharma Ltd.,Healthcare,0.41,108.74 Cr,0.4,0.48,0.5,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Adani Power Ltd.,Energy,0.38,101.2 Cr,0.27,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Aditya Birla Capital Ltd.,Financial,0.36,97.38 Cr,0.38,0.32,0.22,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Delhivery Ltd.,Services,0.35,94.54 Cr,0.29,0.34,0.24,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Bandhan Bank Ltd.,Financial,0.34,91.87 Cr,0.18,0.29,0.45,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Pine Labs Ltd.,Financial,0.34,90.51 Cr,0.44,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,The Federal Bank Ltd.,Financial,0.33,87.48 Cr,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Suzlon Energy Ltd.,Capital Goods,0.3,79.78 Cr,0.34,0.37,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Sanofi India Ltd.,Healthcare,0.3,80.35 Cr,0.33,0.39,0.51,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Varun Beverages Ltd.,Consumer Staples,0.28,75.72 Cr,0.31,0.29,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Sobha Ltd.,Construction,0.26,70.49 Cr,0.28,0.31,0.26,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Afcons Infrastructure Ltd.,Construction,0.25,65.8 Cr,0.3,0.33,0.29,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Lenskart Solutions Ltd.,Consumer Discretionary,0.24,63.46 Cr,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Mankind Pharma Ltd.,Healthcare,0.23,60.61 Cr,,,0.03,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Honeywell Automation India Ltd.,Capital Goods,0.21,55.28 Cr,0.22,0.25,0.25,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,ICICI Prudential Life Insurance Company Ltd.,Insurance,0.21,54.81 Cr,0.49,0.45,0.03,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,CG Power and Industrial Solutions Ltd.,Capital Goods,0.13,35.92 Cr,0.11,0.21,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Others,Others,0.07,--,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,TVS Motor Company Ltd - Pref. Shares,Automobile,0.01,--,,,,2026-05-12,ETMoney
Aditya Birla Sun Life Large Cap Fund,Large Cap,Aditya Birla Sun Life Mutual Fund,1247,Kwality Wall's (India) Ltd.,Consumer Staples,0.01,2.42 Cr,0.01,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ICICI Bank Ltd.,Financial,8.31,"2,535 Cr",7.96,8.4,8.82,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,HDFC Bank Ltd.,Financial,7.36,"2,244 Cr",9.58,9.36,9.69,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Reliance Industries Ltd.,Energy,5.09,"1,551 Cr",7.85,6.15,2.94,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Larsen & Toubro Ltd.,Construction,4.89,"1,490 Cr",5.11,4.07,3.43,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Bharti Airtel Ltd.,Communication,4.81,"1,467 Cr",5.19,5.23,5.59,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,State Bank of India,Financial,4.26,"1,299 Cr",3.8,3.38,2.56,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Bajaj Finance Ltd.,Financial,3.83,"1,167 Cr",3.84,5.39,5.08,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Infosys Ltd.,Technology,3.8,"1,158 Cr",5.41,5.06,4.35,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Mahindra & Mahindra Ltd.,Automobile,3.46,"1,055 Cr",3.58,3.38,2.73,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Kotak Mahindra Bank Ltd.,Financial,3.0,915.21 Cr,3.05,1.68,2.89,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Ultratech Cement Ltd.,Materials,2.88,879.78 Cr,2.25,3.02,2.26,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Eternal Ltd.,Services,2.68,818.69 Cr,2.87,3.94,1.51,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Apollo Hospitals Enterprise Ltd.,Healthcare,2.61,794.68 Cr,2.06,2.22,1.05,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Titan Company Ltd.,Consumer Discretionary,2.58,785.61 Cr,2.02,1.3,1.14,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Nifty 50,Financial,2.4,--,,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Sun Pharmaceutical Industries Ltd.,Healthcare,2.39,728.46 Cr,1.08,1.02,3.01,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,NTPC Ltd.,Energy,1.56,476.4 Cr,0.55,1.06,1.26,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Axis Bank Ltd.,Financial,1.38,419.65 Cr,,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Divi's Laboratories Ltd.,Healthcare,1.38,421.45 Cr,1.82,1.5,0.67,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Interglobe Aviation Ltd.,Services,1.37,418.81 Cr,1.45,3.02,2.43,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Pidilite Industries Ltd.,Chemicals,1.34,408.88 Cr,1.35,1.78,1.93,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Cholamandalam Investment and Finance Company Ltd.,Financial,1.3,396.67 Cr,1.23,1.49,1.55,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Samvardhana Motherson International Ltd.,Automobile,1.25,380 Cr,0.81,0.42,0.48,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,CG Power and Industrial Solutions Ltd.,Capital Goods,1.18,358.7 Cr,0.89,0.98,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Tech Mahindra Ltd.,Technology,1.17,357.1 Cr,1.31,0.98,0.22,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Bharat Electronics Ltd.,Capital Goods,1.1,334.52 Cr,1.78,1.99,0.68,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Torrent Pharmaceuticals Ltd.,Healthcare,1.06,322.63 Cr,1.05,1.04,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Tata Consumer Products Ltd.,Consumer Staples,1.06,323.16 Cr,0.99,0.86,0.5,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Britannia Industries Ltd.,Consumer Staples,0.96,291.43 Cr,0.2,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Trent Ltd.,Services,0.94,286.46 Cr,0.62,0.64,0.66,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,TVS Motor Company Ltd.,Automobile,0.94,285.58 Cr,0.92,1.58,1.08,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Shriram Finance Ltd,Financial,0.9,275.79 Cr,1.75,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,The Indian Hotels Company Ltd.,Services,0.87,265.46 Cr,1.12,1.9,1.89,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Axis Nifty 50 ETF-Growth,Unclassified,0.85,--,,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,ICICI Prudential Asset Management Company Ltd.,Unclassified,0.78,238.13 Cr,0.49,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Solar Industries India Ltd.,Chemicals,0.68,207.52 Cr,0.42,0.4,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Tata Consultancy Services Ltd.,Technology,0.65,197.33 Cr,1.1,0.47,3.15,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Avenue Supermarts Ltd.,Services,0.62,188.37 Cr,0.83,1.84,1.26,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Cummins India Ltd.,Capital Goods,0.54,163.77 Cr,0.93,0.97,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Varun Beverages Ltd.,Consumer Staples,0.48,146.57 Cr,0.32,0.24,0.92,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Tata Motors Ltd.,Automobile,0.42,128.08 Cr,1.06,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,HDFC Life Insurance Co Ltd.,Insurance,0.4,120.74 Cr,0.56,1.09,0.99,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Hyundai Motor India Ltd.,Automobile,0.39,120.04 Cr,0.52,1.29,0.1,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,LG Electronics India Ltd.,Consumer Discretionary,0.33,101.09 Cr,0.47,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,DLF Ltd.,Construction,0.26,80.6 Cr,,,0.32,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Maruti Suzuki India Ltd.,Automobile,0.2,1.19%,1.08,0.66,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,United Spirits Ltd.,Consumer Staples,0.17,52.36 Cr,,,0.64,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,Tata Steel Ltd.,Metals & Mining,0.11,34.36 Cr,,,,2026-05-12,ETMoney
Axis Large Cap Fund,Large Cap,Axis Mutual Fund,10434,SRF Ltd.,Chemicals,0.07,22.61 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,ICICI Bank Ltd.,Financial,7.48,110.91 Cr,4.22,5.55,2.75,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,HDFC Bank Ltd.,Financial,6.55,97.2 Cr,7.98,7.27,7.74,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Reliance Industries Ltd.,Energy,5.83,86.54 Cr,8.36,4.78,6.48,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Divi's Laboratories Ltd.,Healthcare,4.24,62.9 Cr,4.61,4.27,4.34,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Nestle India Ltd.,Consumer Staples,4.23,62.73 Cr,2.51,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,State Bank of India,Financial,4.08,60.5 Cr,6.0,6.78,3.61,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,TVS Motor Company Ltd.,Automobile,3.97,58.86 Cr,3.78,3.62,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,LG Electronics India Ltd.,Consumer Discretionary,3.97,58.88 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Apollo Hospitals Enterprise Ltd.,Healthcare,3.56,52.86 Cr,2.75,1.68,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Tata Steel Ltd.,Metals & Mining,3.42,50.7 Cr,,3.58,3.47,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Ultratech Cement Ltd.,Materials,3.39,50.28 Cr,,2.03,5.39,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,ABB India Ltd.,Capital Goods,3.31,49.03 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Shriram Finance Ltd,Financial,3.28,48.66 Cr,2.34,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Titan Company Ltd.,Consumer Discretionary,2.91,43.11 Cr,1.49,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Axis Bank Ltd.,Financial,2.88,42.7 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Kotak Mahindra Bank Ltd.,Financial,2.87,42.53 Cr,3.01,3.29,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Indusind Bank Ltd.,Financial,2.85,42.24 Cr,3.21,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,NTPC Ltd.,Energy,2.8,41.59 Cr,,,2.64,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Eternal Ltd.,Services,2.58,38.26 Cr,2.45,2.93,2.01,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Larsen & Toubro Ltd.,Construction,2.53,37.59 Cr,5.45,5.13,4.79,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Indus Towers Ltd.,Communication,2.49,36.97 Cr,3.16,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Infosys Ltd.,Technology,2.44,36.17 Cr,5.25,4.09,4.85,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Adani Power Ltd.,Energy,2.41,35.78 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Godrej Consumer Products Ltd.,Consumer Staples,2.31,34.29 Cr,2.35,2.88,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Bharti Airtel Ltd.,Communication,2.01,29.8 Cr,3.2,2.98,2.28,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Asian Paints Ltd.,Materials,1.83,27.08 Cr,2.98,1.87,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Sun Pharmaceutical Industries Ltd.,Healthcare,1.64,24.29 Cr,3.56,3.45,3.78,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Torrent Pharmaceuticals Ltd.,Healthcare,1.15,17.01 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Vedanta Ltd.,Metals & Mining,0.92,13.62 Cr,0.58,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Vedanta Power Ltd.,Capital Goods,0.41,6.07 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Vedanta Aluminium Metal Ltd.,Metals & Mining,0.41,6.07 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Vedanta Iron And Steel Ltd.,Metals & Mining,0.41,6.07 Cr,,,,2026-05-12,ETMoney
Bajaj Finserv Large Cap Fund,Large Cap,Bajaj Finserv Mutual Fund,44813,Malco Energy Ltd.,Metals & Mining,0.41,6.07 Cr,,,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ICICI Bank Ltd.,Financial,7.9,158.57 Cr,6.65,7.28,9.81,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,HDFC Bank Ltd.,Financial,7.58,152.17 Cr,9.41,9.19,9.49,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Reliance Industries Ltd.,Energy,6.41,128.64 Cr,7.7,7.19,7.3,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Infosys Ltd.,Technology,4.29,86.14 Cr,4.99,3.73,2.58,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,NTPC Ltd.,Energy,4.24,85.15 Cr,3.53,3.58,3.13,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,State Bank of India,Financial,3.93,78.94 Cr,3.36,2.62,2.3,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Larsen & Toubro Ltd.,Construction,3.3,66.17 Cr,3.31,2.47,2.02,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Bharti Airtel Ltd.,Communication,3.13,62.84 Cr,2.7,2.59,3.55,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Mahindra & Mahindra Ltd.,Automobile,2.88,57.76 Cr,3.07,3.02,3.27,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Sun Pharmaceutical Industries Ltd.,Healthcare,2.86,57.39 Cr,2.15,2.56,2.29,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Axis Bank Ltd.,Financial,2.61,52.34 Cr,3.83,2.96,3.22,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Bajaj Finserv Ltd.,Financial,2.47,49.51 Cr,2.59,2.54,2.67,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Eternal Ltd.,Services,2.15,43.08 Cr,2.18,3.28,2.12,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,JSW Steel Ltd.,Metals & Mining,2.13,42.72 Cr,1.32,1.31,1.54,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Titan Company Ltd.,Consumer Discretionary,2.1,42.05 Cr,1.7,0.94,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Varun Beverages Ltd.,Consumer Staples,1.5,30.06 Cr,2.44,2.29,3.48,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,SBI Life Insurance Company Ltd.,Insurance,1.4,28.19 Cr,1.89,1.69,1.21,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,One97 Communications Ltd.,Services,1.36,27.36 Cr,2.0,2.38,2.12,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Hindustan Unilever Ltd.,Consumer Staples,1.32,26.55 Cr,1.0,0.56,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Kotak Mahindra Bank Ltd.,Financial,1.29,25.89 Cr,0.56,1.28,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,ITC Ltd.,Consumer Staples,1.25,25.03 Cr,1.6,1.69,3.33,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Ultratech Cement Ltd.,Materials,1.24,24.97 Cr,,,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Eicher Motors Ltd.,Automobile,1.22,24.38 Cr,1.23,0.87,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Grasim Industries Ltd.,Materials,1.16,23.31 Cr,1.36,1.42,1.57,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Bharat Electronics Ltd.,Capital Goods,1.12,22.41 Cr,0.72,0.41,0.49,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,The Indian Hotels Company Ltd.,Services,1.05,21.09 Cr,0.62,,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Adani Ports and Special Economic Zone Ltd.,Services,1.02,20.46 Cr,,,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Bajaj Auto Ltd.,Automobile,1.0,20.05 Cr,0.8,1.1,1.04,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Shriram Finance Ltd,Financial,0.99,19.89 Cr,0.9,,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Fortis Healthcare Ltd.,Healthcare,0.96,19.19 Cr,1.05,0.51,,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Divi's Laboratories Ltd.,Healthcare,0.96,19.22 Cr,1.0,1.07,1.35,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Jubilant Ingrevia Ltd.,Chemicals,0.91,18.18 Cr,1.1,1.12,0.51,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,GE Vernova T&D India Ltd,Capital Goods,0.89,17.89 Cr,1.43,1.8,0.2,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Vedanta Ltd.,Metals & Mining,0.88,17.63 Cr,1.69,0.88,1.68,2026-05-12,ETMoney
Bandhan Large Cap Fund,Large Cap,Bandhan Mutual Fund,3207,Coforge Ltd.,Technology,0.84,16.88 Cr,1.24,1.24,1.13,2026-05-12,ETMoney
